time,mean_precipitation_rate,sur_air_temp,relative_humidity,albedo_500,H2O_vapor_mass_ratio,H2O_vapor_mass_ratio_surf,cloud_temp,surf_temp
2020-09-04,0.0,17.7875004,67.0,0.927600026,8.109375,7.546875,-32.9000015,22.9125004
2020-09-05,0.534999967,17.1000004,78.0,0.930199981,9.5625,8.859375,-14.9624996,22.2875004
2020-09-06,0.0,18.4750004,63.25,-1.267651e+30,8.3046875,8.25,-28.1499996,22.8500004
2020-09-07,0.579999983,20.0375004,92.0,-1.267651e+30,13.9375,13.9609375,-51.6812515,24.6000004
2020-09-08,0.0,23.6625004,81.5,-1.267651e+30,14.171875,14.015625,-34.5250015,24.8500004
2020-09-09,0.0,26.2250004,68.5,-1.267651e+30,14.5703125,14.8828125,21.3500004,27.4125004
2020-09-10,0.0,17.7250004,91.5,-1.267651e+30,11.15625,11.4921875,-1.46249998,18.5375004
2020-09-11,1.42999995,-9999.0,-9999.0,0.969500005,-9999.0,-9999.0,-9999.0,-9999.0
2020-09-12,0.0,21.0375004,68.0,-1.267651e+30,10.53125,10.828125,-25.2124996,23.3500004
2020-09-13,9.91499996,22.0375004,76.0,-1.267651e+30,13.0703125,13.1484375,-35.9937515,19.8500004
2020-09-14,0.0,15.0375004,60.25,0.866400003,6.18359375,6.2109375,-15.9624996,18.9125004
2020-09-15,0.0,16.6000004,66.5,-1.267651e+30,7.5234375,7.37890625,-33.7750015,19.8500004
2020-09-16,0.0,20.9750004,63.25,0.901000023,9.671875,8.921875,5.0999999,22.2250004
2020-09-17,0.0,17.1000004,70.0,-1.267651e+30,8.5703125,8.625,5.2874999,20.6625004
2020-09-18,0.0,-9999.0,-9999.0,0.929799974,-9999.0,-9999.0,-55.7437515,17.6000004
2020-09-19,0.0,12.6625004,58.5,-1.267651e+30,4.95703125,5.19921875,-22.4624996,17.7250004
2020-09-20,0.0,13.7875004,55.75,0.958599985,5.078125,5.25390625,-54.9625015,19.3500004
2020-09-21,0.0,16.3500004,49.0,0.871399999,5.328125,5.78125,9.53750038,20.7875004
2020-09-22,0.0,18.1000004,68.0,-1.267651e+30,8.734375,8.1796875,15.5375004,20.2250004
2020-09-23,0.0,17.9125004,79.0,0.927900016,10.3984375,9.484375,-8.02499962,21.9750004
2020-09-24,0.855000019,19.2875004,80.0,-1.267651e+30,10.6796875,9.4765625,-32.4625015,23.7875004
2020-09-25,0.0,22.6000004,73.0,-1.267651e+30,11.53125,10.8359375,17.9125004,23.2875004
2020-09-26,0.0,20.7875004,83.0,-1.267651e+30,12.828125,12.0390625,-23.7124996,26.1000004
2020-09-27,0.0,-9999.0,-9999.0,0.917999983,-9999.0,-9999.0,-9999.0,-9999.0
2020-09-28,0.00999999978,21.6625004,-9999.0,0.937300026,-9999.0,12.6796875,2.7249999,25.3500004
2020-09-29,13.915,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-31.4937496,-9999.0
2020-09-30,21.289999,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-15.9624996,14.9750004
2020-10-01,0.179999992,12.2250004,83.5,-1.267651e+30,7.6484375,6.9296875,-12.5249996,17.7250004
2020-10-02,0.0,11.6000004,84.0,-1.267651e+30,7.0703125,6.9609375,-6.9625001,14.0375004
2020-10-03,0.0,10.2875004,69.5,-1.267651e+30,5.20703125,5.328125,-12.3374996,16.7875004
2020-10-04,0.779999971,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-15.5874996,23.9125004
2020-10-05,0.314999998,12.2875004,82.0,-1.267651e+30,7.06640625,7.24609375,-3.6500001,15.1625004
2020-10-06,0.0,14.9125004,-9999.0,-1.267651e+30,-9999.0,7.76953125,-2.5875001,19.1000004
2020-10-07,13.6300011,15.1000004,-9999.0,0.93720001,-9999.0,7.3828125,-20.1812496,16.6625004
2020-10-08,0.0,12.2875004,56.5,-1.267651e+30,4.8984375,4.96484375,-5.9000001,16.2875004
2020-10-09,0.0,15.2875004,67.0,-1.267651e+30,7.48046875,7.44140625,4.5374999,17.9125004
2020-10-10,0.00999999978,20.6625004,-9999.0,-1.267651e+30,-9999.0,10.28125,-5.9000001,21.2250004
2020-10-11,0.654999971,14.1000004,65.0,0.95389998,6.359375,6.703125,-44.0562515,15.9125004
2020-10-12,0.310000002,15.5375004,91.0,-1.267651e+30,10.6015625,10.0234375,7.3499999,16.4125004
2020-10-13,1.27499998,-9999.0,-9999.0,0.875699997,-9999.0,-9999.0,-9999.0,-9999.0
2020-10-14,0.0,13.2875004,67.5,0.883400023,6.5859375,6.06640625,-23.2749996,17.2875004
2020-10-15,1.49000001,17.2250004,-9999.0,-1.267651e+30,-9999.0,8.328125,-7.0250001,22.8500004
2020-10-16,13.1500015,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-39.2125015,-9999.0
2020-10-17,0.0,10.2875004,55.75,-1.267651e+30,4.1796875,4.171875,-17.7749996,15.9125004
2020-10-18,0.344999969,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-43.8062515,15.1000004
2020-10-19,21.9449997,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-52.1187515,-9999.0
2020-10-20,8.63500023,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-26.6499996,9.03750038
2020-10-21,1.9000001,14.9750004,-9999.0,-1.267651e+30,-9999.0,-9999.0,-40.9625015,7.9124999
2020-10-22,2.13999987,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-4.2125001,8.91250038
2020-10-23,0.0,19.9750004,83.0,0.931800008,12.484375,11.6953125,6.2249999,22.4125004
2020-10-24,0.210000008,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-1.46249998,12.4125004
2020-10-25,0.0,9.72500038,68.0,-1.267651e+30,5.02734375,5.16796875,-24.5249996,11.9125004
2020-10-26,0.49999997,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-6.4000001,-9999.0
2020-10-27,3.07000017,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-19.3687496,-9999.0
2020-10-28,0.0449999981,8.97500038,75.0,-1.267651e+30,6.015625,6.078125,-1.52499998,8.60000038
2020-10-29,18.8650017,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-9999.0,-9999.0
2020-10-30,2.42000008,4.9124999,68.0,0.939400017,3.72265625,3.50390625,-7.9625001,9.22500038
2020-10-31,0.0,8.16250038,60.0,0.929099977,3.921875,4.01953125,-2.7125001,11.8500004
2020-11-01,2.29999995,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-20.3999996,-9999.0
2020-11-02,0.0149999997,0.474999994,63.0,-1.267651e+30,2.8828125,3.046875,-24.8999996,0.224999994
2020-11-03,2.03999996,4.5374999,-9999.0,-1.267651e+30,-9999.0,-9999.0,-30.8062496,-5.5250001
2020-11-04,0.0850000009,15.9125004,61.5,-1.267651e+30,6.97265625,7.19140625,-3.9625001,16.1000004
2020-11-05,0.0,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-33.7125015,18.2250004
2020-11-06,0.0299999993,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-13.2749996,19.1625004
2020-11-07,0.0,-9999.0,-9999.0,0.888599992,-9999.0,-9999.0,-36.8687515,19.9750004
2020-11-08,0.0,17.2875004,-9999.0,0.919799984,-9999.0,6.49609375,12.5375004,16.7875004
2020-11-09,0.0,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-21.3374996,21.9125004
2020-11-10,0.0,17.1000004,-9999.0,0.943199992,-9999.0,7.97265625,-23.3999996,18.3500004
2020-11-11,12.4049988,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-23.2749996,6.9749999
2020-11-12,0.0,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-32.0875015,10.6625004
2020-11-13,0.0,9.85000038,70.0,-1.267651e+30,5.2890625,5.3203125,-14.0874996,11.2875004
2020-11-14,0.0,-9999.0,-9999.0,0.911499977,-9999.0,-9999.0,-9999.0,-9999.0
2020-11-15,8.21500015,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-27.2749996,-9999.0
2020-11-16,0.0,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-11.7749996,-9999.0
2020-11-17,0.0850000009,-0.712499976,51.5,-1.267651e+30,1.95507812,2.20507812,-26.0874996,-4.2750001
2020-11-18,0.0,0.349999994,62.5,-1.267651e+30,2.08007812,2.19335938,-12.5874996,6.8499999
2020-11-19,1.36499989,11.9750004,74.0,-1.267651e+30,7.1640625,6.890625,-43.6812515,9.66250038
2020-11-20,2.83999991,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-21.7437496,12.5375004
2020-11-21,0.0,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-15.8999996,-9999.0
2020-11-22,3.13499975,2.3499999,-9999.0,-1.267651e+30,-9999.0,-9999.0,-28.3999996,-10.3374996
2020-11-23,16.5,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-17.9937496,-9999.0
2020-11-24,0.0,3.5374999,61.0,0.983500004,2.75390625,2.99609375,-9.14999962,5.4749999
2020-11-25,11.3249998,6.3499999,95.0,-1.267651e+30,5.72265625,5.7421875,-42.6500015,1.72500002
2020-11-26,18.4399986,5.7249999,-9999.0,-1.267651e+30,-9999.0,-9999.0,-5.9000001,3.2249999
2020-11-27,0.0,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-24.1812496,-9999.0
2020-11-28,0.0,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-8.02499962,7.8499999
2020-11-29,0.0700000003,6.8499999,83.5,-1.267651e+30,4.7734375,4.5234375,-16.9624996,9.91250038
2020-11-30,13.0400009,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-9999.0,-9999.0
2020-12-01,0.0,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-19.1187496,-9999.0
2020-12-02,0.00999999978,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-20.9937496,-10.2124996
2020-12-03,0.0,3.5374999,70.5,0.9551,3.7265625,3.76953125,-16.6499996,4.4124999
2020-12-04,5.25999975,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-32.0250015,-9999.0
2020-12-05,0.49999997,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-9.89999962,-9999.0
2020-12-06,0.799999952,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-10.2124996,-7.2125001
2020-12-07,0.0,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-8.21249962,-9999.0
2020-12-08,0.179999992,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-8.21249962,0.537500024
2020-12-09,0.215000004,0.224999994,-9999.0,-1.267651e+30,-9999.0,3.8125,-16.3374996,-7.6500001
2020-12-10,0.0,0.662500024,-9999.0,-1.267651e+30,-9999.0,-9999.0,-5.0250001,0.349999994
2020-12-11,0.0,9.41250038,-9999.0,-1.267651e+30,-9999.0,5.80859375,-39.1187515,9.03750038
2020-12-12,1.29499996,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-23.8374996,-9999.0
2020-12-13,0.0199999996,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-9.71249962,-9999.0
2020-12-14,0.0,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-23.3062496,-9999.0
2020-12-15,0.0,-1.27499998,74.5,-1.267651e+30,2.54882812,2.51757812,-23.8999996,1.60000002
2020-12-16,0.0899999961,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-9999.0,-9999.0
2020-12-17,2.03499985,-3.6500001,79.5,-1.267651e+30,2.37109375,2.24414062,-15.3374996,-0.275000006
2020-12-18,0.0,0.537500024,58.25,-1.267651e+30,2.140625,2.22070312,-2.2750001,-1.33749998
2020-12-19,0.38499999,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-32.4000015,-5.7750001
2020-12-20,3.78499961,-1.52499998,-9999.0,-1.267651e+30,-9999.0,3.65820312,-23.8062496,-10.5249996
2020-12-21,0.0,1.47500002,-9999.0,-1.267651e+30,-9999.0,2.95898438,-11.7749996,4.3499999
2020-12-22,0.0,3.2874999,61.75,-1.267651e+30,3.09375,3.12109375,-13.2749996,2.5374999
2020-12-23,0.0799999982,5.9749999,70.5,-1.267651e+30,4.06640625,4.10546875,-39.4000015,-9999.0
2020-12-24,26.2149982,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-48.0875015,-9999.0
2020-12-25,79.7699966,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-39.0875015,-9999.0
2020-12-26,0.0,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-25.5874996,-9999.0
2020-12-27,0.0,1.16250002,71.0,-1.267651e+30,3.42382812,3.4609375,-28.7437496,-6.1500001
2020-12-28,1.15999997,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-9.64999962,-9999.0
2020-12-29,0.0,-3.5875001,71.5,-1.267651e+30,1.8125,1.86328125,-14.0874996,-0.400000006
2020-12-30,9.34999943,8.28750038,77.5,-1.267651e+30,5.2578125,5.30859375,-42.9625015,3.1624999
2020-12-31,1.7349999,4.0374999,71.5,-1.267651e+30,3.40429688,3.5703125,-33.4312515,8.78750038
2021-01-01,5.77499962,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-9999.0,-9999.0
2021-01-02,15.0849991,2.9749999,81.5,-1.267651e+30,3.90429688,3.95898438,-4.5250001,1.91250002
2021-01-03,1.4749999,1.22500002,-9999.0,-1.267651e+30,-9999.0,4.1875,-30.2437496,-12.5874996
2021-01-04,0.0,-0.462500006,-9999.0,-1.267651e+30,-9999.0,-9999.0,-9999.0,-5.9000001
2021-01-05,0.0,-1.46249998,92.0,-1.267651e+30,4.02734375,4.09765625,-14.9624996,-10.6499996
2021-01-06,0.0,1.85000002,89.0,-1.267651e+30,4.2890625,4.34765625,-13.5249996,-3.9000001
2021-01-07,1.72000003,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-9999.0,-10.9624996
2021-01-08,0.0,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-9999.0,-4.7125001
2021-01-09,0.0449999981,-0.462500006,77.0,-1.267651e+30,2.86328125,2.74804688,-29.3687496,2.0374999
2021-01-10,0.0,-0.712499976,73.5,-1.267651e+30,2.4375,2.54492188,-12.2124996,-6.2750001
2021-01-11,0.974999964,-3.2750001,92.5,-1.267651e+30,2.93359375,2.95117188,-17.3374996,-5.3375001
2021-01-12,0.0949999988,-2.9000001,-9999.0,-1.267651e+30,-9999.0,-9999.0,-17.3999996,-14.5249996
2021-01-13,0.0,-1.71249998,-9999.0,-1.267651e+30,-9999.0,-9999.0,-17.9624996,-10.7124996
2021-01-14,0.0449999981,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-9.33749962,-9999.0
2021-01-15,0.185000002,11.7250004,-9999.0,-1.267651e+30,-9999.0,2.89257812,-50.1812515,9.41250038
2021-01-16,6.53999949,-0.649999976,-9999.0,-1.267651e+30,-9999.0,3.1875,-26.4624996,-4.2750001
2021-01-17,0.554999948,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-9999.0,-9999.0
2021-01-18,0.875,-5.0875001,-9999.0,-1.267651e+30,-9999.0,2.359375,-16.8999996,-4.5250001
2021-01-19,0.0,-0.212500006,69.0,-1.267651e+30,3.00585938,2.81054688,-26.3062496,-4.4625001
2021-01-20,0.0149999997,-4.2125001,54.75,-1.267651e+30,1.57226562,1.41796875,-16.7124996,-0.275000006
2021-01-21,0.0,-6.4625001,-9999.0,-1.267651e+30,-9999.0,-9999.0,-15.8374996,-9999.0
2021-01-22,0.0,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-31.3687496,-9999.0
2021-01-23,0.0,-3.2125001,55.0,-1.267651e+30,1.48632812,1.53027344,-16.7124996,1.72500002
2021-01-24,0.0,-4.0875001,62.5,-1.267651e+30,1.6015625,1.62988281,-24.5249996,-6.0875001
2021-01-25,0.0599999987,-1.96249998,64.5,-1.267651e+30,2.09570312,2.08984375,-16.8999996,0.912500024
2021-01-26,1.45999992,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-19.1187496,-9999.0
2021-01-27,0.0,0.412499994,66.0,-1.267651e+30,2.5234375,2.65039062,-12.7124996,2.5374999
2021-01-28,0.0,-5.5250001,63.25,-1.267651e+30,1.33007812,1.41015625,-18.4937496,0.600000024
2021-01-29,0.0249999985,-3.3375001,68.0,-1.267651e+30,1.80761719,1.85644531,-20.8062496,-3.9625001
2021-01-30,0.0,-4.4625001,72.0,-1.267651e+30,1.71679688,1.80078125,-12.0249996,-2.9000001
2021-01-31,0.0149999997,-3.7750001,73.5,-1.267651e+30,1.86816406,1.92480469,-42.2750015,-7.9625001
2021-02-01,1.18999994,-1.21249998,81.0,-1.267651e+30,2.53710938,2.85351562,-16.0249996,-1.21249998
2021-02-02,2.11999989,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-9999.0,-9999.0
2021-02-03,1.92999983,-4.5250001,-9999.0,-1.267651e+30,-9999.0,2.35351562,-31.2749996,-5.2750001
2021-02-04,0.0,2.4749999,78.0,-1.267651e+30,3.87695312,3.50585938,-9999.0,1.53750002
2021-02-05,5.18000031,1.78750002,-9999.0,-1.267651e+30,-9999.0,2.91992188,-11.5874996,3.0999999
2021-02-06,0.0,-7.0250001,-9999.0,-1.267651e+30,-9999.0,1.41796875,-20.1187496,-3.2750001
2021-02-07,0.0899999961,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-23.7749996,-9999.0
2021-02-08,0.0,-6.7750001,88.0,-1.267651e+30,1.73632812,1.84863281,-17.8999996,-4.6500001
2021-02-09,0.244999975,-0.649999976,74.5,-1.267651e+30,2.42382812,2.50390625,-21.8062496,-2.0875001
2021-02-10,0.0,-5.2125001,71.0,-1.267651e+30,1.50585938,1.60839844,-20.3687496,-2.3375001
2021-02-11,0.0149999997,-6.0875001,67.5,-1.267651e+30,1.43847656,1.46875,-16.9624996,-1.27499998
2021-02-12,0.0,-8.39999962,67.0,-1.267651e+30,1.0859375,1.1015625,-19.7749996,-11.2124996
2021-02-13,0.0899999961,-1.52499998,-9999.0,-1.267651e+30,-9999.0,3.84960938,-34.5250015,-9999.0
2021-02-14,0.714999914,-3.1500001,94.5,-1.267651e+30,2.50585938,2.54101562,-14.4624996,-5.6500001
2021-02-15,0.430000007,-2.7750001,-9999.0,-1.267651e+30,-9999.0,-9999.0,-8.89999962,-0.400000006
2021-02-16,12.329999,-0.524999976,-9999.0,-1.267651e+30,-9999.0,-9999.0,-12.6499996,-3.4625001
2021-02-17,0.0,-5.2125001,66.5,-1.267651e+30,1.46972656,1.51855469,-14.7124996,-3.4000001
2021-02-18,0.430000007,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-9999.0,-9999.0
2021-02-19,0.0,-2.7750001,85.5,-1.267651e+30,2.671875,2.73632812,-13.2124996,-9.58749962
2021-02-20,0.375,-4.5250001,74.0,-1.267651e+30,1.72070312,1.85351562,-19.2749996,0.662500024
2021-02-21,0.0449999981,-3.1500001,69.5,-1.267651e+30,1.81542969,1.82324219,-12.3999996,-0.0874999985
2021-02-22,7.20499897,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-25.9312496,-9999.0
2021-02-23,1.04499996,0.474999994,-9999.0,-1.267651e+30,-9999.0,3.48242188,-30.2124996,-13.0874996
2021-02-24,0.654999971,9.28750038,-9999.0,-1.267651e+30,-9999.0,5.25390625,-34.7750015,3.4749999
2021-02-25,0.0899999961,-0.275000006,69.5,-1.267651e+30,2.46289062,2.50585938,-17.7749996,3.0999999
2021-02-26,0.0,1.22500002,70.0,-1.267651e+30,2.63867188,2.7578125,-18.9937496,1.97500002
2021-02-27,1.76999998,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-7.0250001,-9999.0
2021-02-28,0.830000043,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-49.9937515,-9999.0
2021-03-01,4.07000017,-1.83749998,-9999.0,-1.267651e+30,-9999.0,1.75976562,-24.8687496,0.349999994
2021-03-02,0.0199999996,-4.5875001,73.5,0.971899986,1.88378906,1.85449219,-16.3374996,-3.2125001
2021-03-03,0.0599999987,2.8499999,-9999.0,-1.267651e+30,-9999.0,2.828125,-10.6499996,3.2874999
2021-03-04,0.0,-3.0875001,59.75,0.93599999,1.65917969,1.71191406,-24.9624996,0.787500024
2021-03-05,0.00499999989,-3.5250001,55.0,-1.267651e+30,1.66894531,1.54101562,-11.4624996,1.03750002
2021-03-06,0.0,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-9999.0,-9999.0
2021-03-07,0.0,-2.8375001,60.75,0.964999974,1.62304688,1.69921875,-23.5562496,-0.0250000004
2021-03-08,0.109999999,5.5374999,-9999.0,-1.267651e+30,-9999.0,3.97460938,-18.4312496,5.0999999
2021-03-09,0.449999988,6.1624999,62.5,0.97329998,3.7265625,3.72265625,-6.8375001,4.6624999
2021-03-10,0.0,10.4125004,67.0,-1.267651e+30,5.10546875,5.23828125,-21.8374996,10.7250004
2021-03-11,0.0449999981,13.2250004,59.75,-1.267651e+30,7.484375,6.76171875,-38.1500015,13.1625004
2021-03-12,0.294999987,6.7874999,77.5,-1.267651e+30,4.5546875,4.5546875,-7.2750001,7.9749999
2021-03-13,0.0,1.22500002,70.0,0.914399981,2.75976562,2.85351562,-9999.0,1.85000002
2021-03-14,0.0,-1.71249998,-9999.0,-1.267651e+30,-9999.0,2.01953125,-19.8062496,2.0999999
2021-03-15,0.0,-0.899999976,62.25,0.945900023,1.98535156,2.0703125,-9.83749962,0.349999994
2021-03-16,0.0700000003,1.78750002,84.5,-1.267651e+30,3.265625,3.57617188,-21.8062496,-4.2125001
2021-03-17,0.0,7.8499999,-9999.0,-1.267651e+30,-9999.0,4.609375,-6.0875001,10.9125004
2021-03-18,7.63499928,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-40.6500015,-9999.0
2021-03-19,0.479999959,1.72500002,57.75,-1.267651e+30,2.59179688,2.49609375,-14.4624996,4.4749999
2021-03-20,0.0,-9999.0,-9999.0,0.904699981,-9999.0,-9999.0,-24.8687496,10.1625004
2021-03-21,0.0,8.28750038,70.5,-1.267651e+30,4.4375,4.765625,5.2249999,12.6000004
2021-03-22,0.0,-9999.0,-9999.0,0.913800001,-9999.0,-9999.0,-9999.0,-9999.0
2021-03-23,0.0,7.0374999,88.0,-1.267651e+30,5.58203125,5.71484375,-48.5250015,4.2874999
2021-03-24,9.78999996,12.5375004,79.0,-1.267651e+30,7.359375,7.359375,-26.5874996,6.6624999
2021-03-25,0.0,13.3500004,73.5,0.960900009,5.63671875,6.11328125,-22.4624996,17.4125004
2021-03-26,7.49999905,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-15.0249996,1.72500002
2021-03-27,0.0,-9999.0,-9999.0,0.917500019,-9999.0,-9999.0,-1.64999998,7.4124999
2021-03-28,14.5299997,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-14.7124996,3.9749999
2021-03-29,0.0,2.6624999,65.0,0.941600025,2.97070312,2.96875,-15.3999996,6.2249999
2021-03-30,0.0,11.4750004,72.0,-1.267651e+30,5.75,5.6171875,-24.1187496,12.9750004
2021-03-31,9.57000065,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-52.3687515,-9999.0
2021-04-01,2.13000011,-0.649999976,-9999.0,-1.267651e+30,-9999.0,3.24414062,-18.7124996,-9999.0
2021-04-02,0.0,-9999.0,-9999.0,0.901899993,-9999.0,-9999.0,-19.0249996,2.4749999
2021-04-03,0.0,6.7249999,60.0,0.957599998,3.66210938,3.47070312,-24.0562496,10.6000004
2021-04-04,0.0,9.78750038,69.5,-1.267651e+30,5.23046875,5.015625,-11.9624996,14.4750004
2021-04-05,0.0,10.7875004,49.5,0.945100009,4.0234375,4.05078125,-5.4625001,12.5375004
2021-04-06,0.0,10.5375004,-9999.0,-1.267651e+30,-9999.0,2.67578125,-27.1187496,15.1000004
2021-04-07,0.449999988,-9999.0,-9999.0,0.910099983,-9999.0,-9999.0,-9999.0,-9999.0
2021-04-08,0.0,16.7250004,67.5,0.877600014,7.6875,7.36328125,-1.64999998,19.4125004
2021-04-09,1.28499997,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-17.5562496,9.60000038
2021-04-10,0.0,20.8500004,-9999.0,0.956200004,-9999.0,6.72265625,-39.8687515,23.1625004
2021-04-11,7.52000046,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-38.7437515,-9999.0
2021-04-12,7.51000023,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-15.6499996,-9999.0
2021-04-13,2.65999961,13.7250004,62.75,-1.267651e+30,6.08203125,5.75390625,-3.2125001,19.9125004
2021-04-14,0.0,14.1000004,64.5,0.933899999,6.453125,5.2421875,2.0374999,19.0375004
2021-04-15,2.05999994,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-28.4624996,-9999.0
2021-04-16,0.0,3.6624999,-9999.0,-1.267651e+30,-9999.0,4.58203125,-22.5562496,-8.33749962
2021-04-17,0.150000006,7.0999999,-9999.0,-1.267651e+30,-9999.0,4.64453125,-6.4625001,11.2250004
2021-04-18,0.0,9.78750038,-9999.0,0.930100024,-9999.0,4.41015625,-4.5875001,15.1625004
2021-04-19,0.0,11.1000004,-9999.0,0.944400012,-9999.0,4.625,-18.5562496,14.5375004
2021-04-20,2.61499977,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-14.5249996,-2.0875001
2021-04-21,0.929999948,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-19.9312496,-9999.0
2021-04-22,0.0,2.9749999,75.5,-1.267651e+30,3.36914062,2.81054688,-17.0874996,8.85000038
2021-04-23,0.0,-9999.0,-9999.0,0.909699976,-9999.0,-9999.0,-9999.0,-9999.0
2021-04-24,0.0,11.6000004,74.0,0.939499974,5.98046875,4.86328125,-11.4624996,16.9750004
2021-04-25,1.56999993,5.7249999,-9999.0,-1.267651e+30,-9999.0,5.140625,-5.7125001,5.5374999
2021-04-26,0.0,5.0374999,-9999.0,0.905600011,-9999.0,2.50585938,-14.3999996,11.6625004
2021-04-27,1.83500004,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-33.4000015,22.4750004
2021-04-28,9.53999996,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-50.0250015,-9999.0
2021-04-29,41.4449997,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-48.6812515,-9999.0
2021-04-30,5.15500021,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-19.9624996,-9999.0
2021-05-01,0.125,8.85000038,59.5,-1.267651e+30,4.02734375,3.875,-21.0874996,14.2250004
2021-05-02,6.01499939,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-20.5249996,-9999.0
2021-05-03,2.9849999,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-19.5249996,-9999.0
2021-05-04,3.46499991,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-6.1500001,30.7875004
2021-05-05,19.5999985,-9999.0,-9999.0,-1.267651e+30,-9999.0,-9999.0,-9999.0,-9999.0
2021-05-06,0.0,11.7875004,-9999.0,-1.267651e+30,-9999.0,3.79492188,-29.3374996,15.4125004
