time, AIRS3STD_7_0_H2O_MMR_Surf_A
2023-01-14,2.28320312
2023-01-15,4.3671875
2023-01-16,4.234375
2023-01-17,4.81640625
2023-01-18,-9999.0
2023-01-19,-9999.0
2023-01-20,-9999.0
2023-01-21,-9999.0
2023-01-22,-9999.0
2023-01-23,-9999.0
2023-01-24,-9999.0
2023-01-25,-9999.0
2023-01-26,2.38671875
2023-01-27,-9999.0
2023-01-28,2.45898438
2023-01-29,4.07421875
2023-01-30,-9999.0
2023-01-31,1.6484375
2023-02-01,-9999.0
2023-02-02,-9999.0
2023-02-03,-9999.0
2023-02-04,-9999.0
2023-02-05,3.59765625
2023-02-06,2.61914062
2023-02-07,4.7578125
2023-02-08,-9999.0
2023-02-09,-9999.0
2023-02-10,-9999.0
2023-02-11,3.53320312
2023-02-12,4.5234375
2023-02-13,4.16796875
2023-02-14,4.0703125
2023-02-15,-9999.0
2023-02-16,4.21484375
2023-02-17,-9999.0
2023-02-18,3.08789062
2023-02-19,3.96875
2023-02-20,3.61328125
2023-02-21,3.81445312
2023-02-22,-9999.0
2023-02-23,5.078125
2023-02-24,2.24023438
2023-02-25,1.31738281
2023-02-26,2.984375
2023-02-27,4.13671875
2023-02-28,-9999.0
2023-03-01,-9999.0
2023-03-02,3.95703125
2023-03-03,-9999.0
2023-03-04,4.08984375
2023-03-05,4.13671875
2023-03-06,3.20703125
2023-03-07,2.65820312
2023-03-08,-9999.0
2023-03-09,3.76171875
2023-03-10,-9999.0
2023-03-11,3.3203125
2023-03-12,-9999.0
2023-03-13,-9999.0
2023-03-14,4.265625
2023-03-15,3.09570312
2023-03-16,4.75
2023-03-17,-9999.0
2023-03-18,2.171875
2023-03-19,3.11132812
2023-03-20,3.46289062
2023-03-21,3.35742188
2023-03-22,3.890625
2023-03-23,5.703125
2023-03-24,4.20703125
2023-03-25,6.5
2023-03-26,4.796875
2023-03-27,-9999.0
2023-03-28,3.77148438
2023-03-29,3.4453125
2023-03-30,2.39257812
2023-03-31,-9999.0
2023-04-01,5.109375
2023-04-02,2.33984375
2023-04-03,5.38671875
2023-04-04,-9999.0
2023-04-05,9.640625
2023-04-06,-9999.0
2023-04-07,3.91796875
2023-04-08,2.9140625
2023-04-09,3.37304688
2023-04-10,3.84960938
2023-04-11,5.61328125
2023-04-12,6.40234375
2023-04-13,8.53125
2023-04-14,6.1875
2023-04-15,7.52734375
2023-04-16,9.5703125
2023-04-17,-9999.0
2023-04-18,4.89453125
2023-04-19,-9999.0
2023-04-20,4.5625
2023-04-21,-9999.0
2023-04-22,-9999.0
2023-04-23,-9999.0
2023-04-24,4.43359375
2023-04-25,-9999.0
2023-04-26,5.54296875
2023-04-27,3.50585938
2023-04-28,-9999.0
2023-04-29,-9999.0
2023-04-30,-9999.0
2023-05-01,4.90234375
2023-05-02,-9999.0
2023-05-03,-9999.0
2023-05-04,-9999.0
2023-05-05,-9999.0
2023-05-06,-9999.0
2023-05-07,-9999.0
2023-05-08,5.31640625
2023-05-09,5.55859375
2023-05-10,-9999.0
2023-05-11,7.6171875
2023-05-12,-9999.0
2023-05-13,3.91992188
2023-05-14,-9999.0
2023-05-15,-9999.0
2023-05-16,-9999.0
2023-05-17,-9999.0
2023-05-18,5.76953125
2023-05-19,-9999.0
2023-05-20,-9999.0
2023-05-21,-9999.0
2023-05-22,-9999.0
2023-05-23,-9999.0
2023-05-24,-9999.0
2023-05-25,-9999.0
2023-05-26,-9999.0
2023-05-27,-9999.0
2023-05-28,6.75390625
2023-05-29,-9999.0
2023-05-30,8.8671875
2023-05-31,-9999.0
2023-06-01,-9999.0
2023-06-02,-9999.0
2023-06-03,-9999.0
2023-06-04,-9999.0
2023-06-05,-9999.0
2023-06-06,6.7109375
2023-06-07,-9999.0
2023-06-08,-9999.0
2023-06-09,-9999.0
2023-06-10,-9999.0
2023-06-11,-9999.0
2023-06-12,-9999.0
2023-06-13,-9999.0
2023-06-14,-9999.0
2023-06-15,7.80078125
2023-06-16,-9999.0
2023-06-17,7.11328125
2023-06-18,9.1796875
2023-06-19,9.546875
2023-06-20,8.8125
2023-06-21,-9999.0
2023-06-22,10.296875
2023-06-23,-9999.0
2023-06-24,13.859375
2023-06-25,-9999.0
2023-06-26,13.296875
2023-06-27,11.8515625
2023-06-28,-9999.0
2023-06-29,10.8046875
2023-06-30,-9999.0
2023-07-01,-9999.0
2023-07-02,-9999.0
2023-07-03,-9999.0
2023-07-04,12.4609375
2023-07-05,13.515625
2023-07-06,12.515625
2023-07-07,-9999.0
2023-07-08,12.0234375
2023-07-09,-9999.0
2023-07-10,-9999.0
2023-07-11,13.171875
2023-07-12,-9999.0
2023-07-13,13.3046875
2023-07-14,11.9609375
2023-07-15,-9999.0
2023-07-16,13.0
2023-07-17,11.296875
2023-07-18,-9999.0
2023-07-19,-9999.0
2023-07-20,10.8671875
2023-07-21,10.6796875
2023-07-22,10.71875
2023-07-23,10.90625
2023-07-24,11.328125
2023-07-25,10.96875
2023-07-26,-9999.0
2023-07-27,-9999.0
2023-07-28,14.4296875
2023-07-29,-9999.0
2023-07-30,9.4765625
2023-07-31,8.1015625
2023-08-01,8.234375
2023-08-02,9.71875
2023-08-03,12.78125
2023-08-04,10.9921875
2023-08-05,10.359375
2023-08-06,10.1875
2023-08-07,13.8203125
2023-08-08,-9999.0
2023-08-09,9.9453125
2023-08-10,-9999.0
2023-08-11,8.9375
2023-08-12,-9999.0
2023-08-13,10.8984375
2023-08-14,12.2578125
2023-08-15,13.578125
2023-08-16,11.5
2023-08-17,-9999.0
2023-08-18,-9999.0
2023-08-19,9.421875
2023-08-20,13.5078125
2023-08-21,-9999.0
2023-08-22,9.2734375
2023-08-23,9.9296875
2023-08-24,11.7734375
2023-08-25,-9999.0
2023-08-26,10.40625
2023-08-27,8.75
2023-08-28,9.4609375
2023-08-29,13.3828125
2023-08-30,9.71875
2023-08-31,8.2265625
2023-09-01,9.5078125
2023-09-02,11.2578125
2023-09-03,13.828125
2023-09-04,-9999.0
2023-09-05,14.875
2023-09-06,14.6484375
2023-09-07,13.546875
2023-09-08,14.1015625
2023-09-09,11.078125
2023-09-10,12.2890625
2023-09-11,-9999.0
2023-09-12,10.28125
2023-09-13,8.453125
2023-09-14,7.31640625
2023-09-15,7.70703125
2023-09-16,7.828125
2023-09-17,8.984375
2023-09-18,8.6796875
2023-09-19,7.31640625
2023-09-20,7.29296875
2023-09-21,8.2421875
2023-09-22,8.84375
2023-09-23,-9999.0
2023-09-24,12.4453125
2023-09-25,9.09375
2023-09-26,7.71875
2023-09-27,7.3984375
2023-09-28,8.375
2023-09-29,10.28125
2023-09-30,10.78125
2023-10-01,12.0078125
2023-10-02,11.125
2023-10-03,13.015625
2023-10-04,12.234375
2023-10-05,9.5625
2023-10-06,10.71875
2023-10-07,-9999.0
2023-10-08,5.5390625
2023-10-09,5.4765625
2023-10-10,5.51171875
2023-10-11,6.66796875
2023-10-12,6.04296875
2023-10-13,6.9296875
2023-10-14,-9999.0
2023-10-15,6.33984375
2023-10-16,-9999.0
2023-10-17,-9999.0
2023-10-18,-9999.0
2023-10-19,-9999.0
2023-10-20,-9999.0
2023-10-21,-9999.0
2023-10-22,4.95703125
2023-10-23,5.9140625
2023-10-24,9.8125
2023-10-25,-9999.0
2023-10-26,-9999.0
2023-10-27,10.8359375
2023-10-28,-9999.0
2023-10-29,-9999.0
2023-10-30,-9999.0
2023-10-31,4.51171875
2023-11-01,4.16796875
2023-11-02,4.578125
2023-11-03,5.24609375
2023-11-04,-9999.0
2023-11-05,4.36328125
2023-11-06,-9999.0
2023-11-07,-9999.0
2023-11-08,-9999.0
2023-11-09,-9999.0
2023-11-10,-9999.0
2023-11-11,-9999.0
2023-11-12,3.25976562
2023-11-13,-9999.0
2023-11-14,-9999.0
2023-11-15,5.359375
2023-11-16,-9999.0
2023-11-17,-9999.0
2023-11-18,3.7109375
2023-11-19,4.48828125
2023-11-20,4.14453125
2023-11-21,-9999.0
2023-11-22,-9999.0
2023-11-23,-9999.0
2023-11-24,3.203125
2023-11-25,3.81054688
2023-11-26,4.453125
2023-11-27,3.73242188
2023-11-28,-9999.0
2023-11-29,3.4140625
2023-11-30,5.16015625
2023-12-01,-9999.0
2023-12-02,-9999.0
2023-12-03,-9999.0
2023-12-04,-9999.0
2023-12-05,-9999.0
2023-12-06,1.68164062
2023-12-07,-9999.0
2023-12-08,5.2734375
2023-12-09,6.40234375
2023-12-10,-9999.0
2023-12-11,2.82226562
2023-12-12,-9999.0
2023-12-13,-9999.0
2023-12-14,3.14453125
2023-12-15,5.16015625
2023-12-16,-9999.0
2023-12-17,-9999.0
2023-12-18,-9999.0
2023-12-19,-9999.0
2023-12-20,-9999.0
2023-12-21,3.15625
2023-12-22,3.55078125
2023-12-23,-9999.0
2023-12-24,-9999.0
2023-12-25,5.2421875
2023-12-26,6.94921875
2023-12-27,-9999.0
2023-12-28,-9999.0
2023-12-29,-9999.0
2023-12-30,-9999.0
2023-12-31,-9999.0
2024-01-01,2.8515625
2024-01-02,-9999.0
2024-01-03,-9999.0
2024-01-04,2.56835938
2024-01-05,-9999.0
2024-01-06,-9999.0
2024-01-07,2.90429688
2024-01-08,-9999.0
2024-01-09,-9999.0
2024-01-10,-9999.0
2024-01-11,2.42578125
2024-01-12,-9999.0
2024-01-13,-9999.0
2024-01-14,-9999.0
2024-01-15,1.55859375
2024-01-16,-9999.0
2024-01-17,1.44238281
2024-01-18,1.41601562
2024-01-19,1.98242188
2024-01-20,2.61523438
2024-01-21,2.31054688
2024-01-22,3.95117188
2024-01-23,4.26171875
2024-01-24,-9999.0
2024-01-25,5.4921875
2024-01-26,-9999.0
2024-01-27,5.296875
2024-01-28,-9999.0
2024-01-29,-9999.0
2024-01-30,4.16796875
2024-01-31,-9999.0
2024-02-01,-9999.0
2024-02-02,-9999.0
2024-02-03,3.95117188
2024-02-04,4.0390625
2024-02-05,3.26367188
2024-02-06,3.11328125
2024-02-07,4.0625
2024-02-08,4.8125
2024-02-09,5.83984375
2024-02-10,-9999.0
2024-02-11,2.6953125
2024-02-12,-9999.0
2024-02-13,2.28125
2024-02-14,1.74707031
2024-02-15,2.6015625
2024-02-16,2.1796875
2024-02-17,1.48046875
2024-02-18,-9999.0
2024-02-19,1.49707031
2024-02-20,3.02929688
2024-02-21,2.57421875
2024-02-22,-9999.0
2024-02-23,4.3828125
2024-02-24,1.23632812
2024-02-25,2.57617188
2024-02-26,4.57421875
2024-02-27,6.2734375
2024-02-28,6.02734375
2024-02-29,1.68359375
2024-03-01,3.265625
2024-03-02,-9999.0
2024-03-03,6.28515625
2024-03-04,-9999.0
2024-03-05,6.20703125
2024-03-06,-9999.0
2024-03-07,-9999.0
2024-03-08,4.23828125
2024-03-09,-9999.0
2024-03-10,3.22265625
2024-03-11,2.6328125
2024-03-12,4.08203125
2024-03-13,6.0390625
2024-03-14,-9999.0
2024-03-15,5.16015625
2024-03-16,3.3671875
2024-03-17,3.31445312
2024-03-18,2.26757812
2024-03-19,4.421875
2024-03-20,1.70019531
2024-03-21,1.69628906
2024-03-22,3.53320312
2024-03-23,3.89453125
2024-03-24,3.30078125
2024-03-25,5.734375
2024-03-26,-9999.0
2024-03-27,-9999.0
2024-03-28,3.87890625
2024-03-29,3.21289062
2024-03-30,3.56640625
2024-03-31,3.1875
2024-04-01,3.97851562
2024-04-02,-9999.0
2024-04-03,7.46875
2024-04-04,-9999.0
2024-04-05,-9999.0
2024-04-06,3.60546875
2024-04-07,-9999.0
2024-04-08,4.9921875
2024-04-09,4.90625
2024-04-10,-9999.0
2024-04-11,-9999.0
2024-04-12,-9999.0
2024-04-13,-9999.0
2024-04-14,-9999.0
2024-04-15,4.70703125
2024-04-16,3.65820312
2024-04-17,-9999.0
2024-04-18,-9999.0
2024-04-19,-9999.0
2024-04-20,4.0625
2024-04-21,-9999.0
2024-04-22,3.42382812
2024-04-23,3.90234375
2024-04-24,3.98242188
2024-04-25,3.49414062
2024-04-26,-9999.0
2024-04-27,-9999.0
2024-04-28,-9999.0
2024-04-29,-9999.0
2024-04-30,-9999.0
2024-05-01,-9999.0
2024-05-02,6.90234375
2024-05-03,7.64453125
2024-05-04,-9999.0
2024-05-05,-9999.0
2024-05-06,-9999.0
2024-05-07,4.6875
2024-05-08,-9999.0
2024-05-09,6.984375
2024-05-10,6.10546875
2024-05-11,-9999.0
2024-05-12,-9999.0
2024-05-13,-9999.0
2024-05-14,7.97265625
2024-05-15,-9999.0
2024-05-16,11.4140625
2024-05-17,-9999.0
2024-05-18,-9999.0
2024-05-19,8.859375
2024-05-20,-9999.0
2024-05-21,-9999.0
2024-05-22,-9999.0
2024-05-23,-9999.0
2024-05-24,9.2109375
2024-05-25,-9999.0
2024-05-26,-9999.0
2024-05-27,-9999.0
2024-05-28,-9999.0
2024-05-29,-9999.0
2024-05-30,-9999.0
2024-05-31,-9999.0
2024-06-01,-9999.0
2024-06-02,-9999.0
2024-06-03,10.5390625
2024-06-04,-9999.0
2024-06-05,12.4296875
2024-06-06,-9999.0
2024-06-07,-9999.0
2024-06-08,-9999.0
2024-06-09,-9999.0
2024-06-10,-9999.0
2024-06-11,-9999.0
2024-06-12,9.875
2024-06-13,10.6484375
2024-06-14,-9999.0
2024-06-15,8.6328125
2024-06-16,-9999.0
2024-06-17,16.421875
2024-06-18,-9999.0
2024-06-19,-9999.0
2024-06-20,-9999.0
2024-06-21,-9999.0
2024-06-22,15.03125
2024-06-23,-9999.0
2024-06-24,10.4921875
2024-06-25,-9999.0
2024-06-26,-9999.0
2024-06-27,6.64453125
2024-06-28,7.91796875
2024-06-29,-9999.0
2024-06-30,-9999.0
2024-07-01,8.5546875
2024-07-02,-9999.0
2024-07-03,12.3984375
2024-07-04,13.9140625
2024-07-05,-9999.0
2024-07-06,14.9375
2024-07-07,14.7578125
2024-07-08,12.109375
2024-07-09,-9999.0
2024-07-10,-9999.0
2024-07-11,13.796875
2024-07-12,-9999.0
2024-07-13,12.7265625
2024-07-14,14.3359375
2024-07-15,14.7890625
2024-07-16,-9999.0
2024-07-17,-9999.0
2024-07-18,11.109375
2024-07-19,9.796875
2024-07-20,7.6015625
2024-07-21,12.640625
2024-07-22,-9999.0
2024-07-23,13.0078125
2024-07-24,12.765625
2024-07-25,-9999.0
2024-07-27,-9999.0
2024-07-28,11.7109375
2024-07-29,10.890625
2024-07-30,16.25
2024-07-31,-9999.0
2024-08-01,-9999.0
2024-08-02,-9999.0
2024-08-03,-9999.0
2024-08-04,13.265625
2024-08-05,14.1875
2024-08-06,-9999.0
2024-08-07,-9999.0
2024-08-08,-9999.0
2024-08-09,-9999.0
2024-08-10,9.7109375
2024-08-11,10.65625
2024-08-12,9.8515625
2024-08-13,9.40625
2024-08-14,11.0390625
2024-08-15,11.3671875
2024-08-16,12.1875
2024-08-17,-9999.0
2024-08-18,-9999.0
2024-08-19,-9999.0
2024-08-20,-9999.0
2024-08-21,8.015625
2024-08-22,8.8125
2024-08-23,11.328125
2024-08-24,10.859375
2024-08-25,-9999.0
2024-08-26,12.4453125
2024-08-27,15.015625
2024-08-28,15.265625
2024-08-29,12.0625
2024-08-30,-9999.0
2024-08-31,14.0625
2024-09-01,11.28125
2024-09-02,7.5546875
2024-09-03,8.8359375
2024-09-04,9.9921875
2024-09-05,9.6171875
2024-09-06,11.71875
2024-09-07,-9999.0
2024-09-08,6.50390625
2024-09-09,-9999.0
2024-09-10,8.7734375
2024-09-11,10.5625
2024-09-12,11.4140625
2024-09-13,12.1875
2024-09-14,12.0234375
2024-09-15,12.375
2024-09-16,-9999.0
2024-09-17,11.0546875
2024-09-18,-9999.0
2024-09-19,10.84375
2024-09-20,12.3828125
2024-09-21,11.3125
2024-09-22,12.0703125
2024-09-23,-9999.0
2024-09-24,12.1015625
2024-09-25,-9999.0
2024-09-26,10.7109375
2024-09-27,11.421875
2024-09-28,12.25
2024-09-29,12.046875
2024-09-30,10.90625
2024-10-01,9.09375
2024-10-02,8.5546875
2024-10-03,-9999.0
2024-10-04,9.7890625
2024-10-05,7.06640625
2024-10-06,10.7734375
2024-10-07,7.91015625
2024-10-08,-9999.0
2024-10-09,-9999.0
2024-10-10,6.75
2024-10-11,8.6796875
2024-10-12,5.53125
2024-10-13,-9999.0
2024-10-14,5.578125
2024-10-15,4.4296875
2024-10-16,-9999.0
2024-10-17,6.57421875
2024-10-18,8.125
2024-10-19,7.609375
2024-10-20,7.171875
2024-10-21,10.5703125
2024-10-22,10.46875
2024-10-23,-9999.0
2024-10-24,6.18359375
2024-10-25,-9999.0
2024-10-26,4.07421875
2024-10-27,-9999.0
2024-10-28,5.25390625
2024-10-29,-9999.0
2024-10-30,-9999.0
2024-10-31,10.4921875
2024-11-01,-9999.0
2024-11-02,-9999.0
2024-11-03,5.27734375
2024-11-04,-9999.0
2024-11-05,11.578125
2024-11-06,-9999.0
2024-11-07,5.75
2024-11-08,-9999.0
2024-11-09,-9999.0
2024-11-09,-9999.0
2024-11-10,-9999.0
2024-11-11,-9999.0
2024-11-12,-9999.0
2024-11-13,4.8515625
2024-11-14,-9999.0
2024-11-15,6.0078125
2024-11-16,5.8125
2024-11-17,6.78125
2024-11-18,5.9140625
2024-11-19,6.390625
2024-11-20,-9999.0
2024-11-21,-9999.0
2024-11-22,-9999.0
2024-11-23,5.03515625
2024-11-24,-9999.0
2024-11-25,5.5546875
2024-11-26,4.7578125
2024-11-27,3.63867188
2024-11-28,-9999.0
2024-11-29,3.81054688
2024-11-30,2.60546875
2024-12-01,1.66308594
2024-12-02,2.75390625
2024-12-03,1.90820312
2024-12-04,-9999.0
2024-12-05,3.109375
2024-12-06,1.90527344
2024-12-07,-9999.0
2024-12-08,5.51953125
2024-12-09,-9999.0
2024-12-10,6.01171875
2024-12-11,-9999.0
2024-12-12,1.48925781
2024-12-13,1.80664062
2024-12-14,2.63867188
2024-12-15,-9999.0
2024-12-16,-9999.0
2024-12-17,-9999.0
2024-12-18,-9999.0
2024-12-19,2.625
2024-12-20,-9999.0
2024-12-21,-9999.0
2024-12-22,2.20507812
2024-12-23,-9999.0
2024-12-24,-9999.0
2024-12-25,2.43164062
2024-12-26,-9999.0
2024-12-27,5.93359375
2024-12-28,5.69921875
2024-12-29,-9999.0
2024-12-30,3.16796875
2024-12-31,-9999.0
2025-01-01,4.07421875
