sur_air_temp,H2O_vapor_mass_ratio_surf,mean_precipitation_rate,albedo_500,cloud_temp,surf_temp
15.5375004,10.0234375,0.310000002,-1.267651e+30,7.3499999,16.4125004
15.5375004,10.0234375,1.27499998,0.875699997,7.3499999,16.4125004
13.2875004,6.06640625,0.0,0.883400023,-23.2749996,17.2875004
17.2250004,8.328125,1.49000001,-1.267651e+30,-7.0250001,22.8500004
17.2250004,8.328125,13.1500015,-1.267651e+30,-39.2125015,22.8500004
10.2875004,4.171875,0.0,-1.267651e+30,-17.7749996,15.9125004
10.2875004,4.171875,0.344999969,-1.267651e+30,-43.8062515,15.1000004
10.2875004,4.171875,21.9449997,-1.267651e+30,-52.1187515,15.1000004
10.2875004,4.171875,8.63500023,-1.267651e+30,-26.6499996,9.03750038
14.9750004,4.171875,1.9000001,-1.267651e+30,-40.9625015,7.9124999
14.9750004,4.171875,2.13999987,-1.267651e+30,-4.2125001,8.91250038
19.9750004,11.6953125,0.0,0.931800008,6.2249999,22.4125004
19.9750004,11.6953125,0.210000008,-1.267651e+30,-1.46249998,12.4125004
9.72500038,5.16796875,0.0,-1.267651e+30,-24.5249996,11.9125004
9.72500038,5.16796875,0.49999997,-1.267651e+30,-6.4000001,11.9125004
9.72500038,5.16796875,3.07000017,-1.267651e+30,-19.3687496,11.9125004
8.97500038,6.078125,0.0449999981,-1.267651e+30,-1.52499998,8.60000038
8.97500038,6.078125,18.8650017,-1.267651e+30,-1.52499998,8.60000038
4.9124999,3.50390625,2.42000008,0.939400017,-7.9625001,9.22500038
8.16250038,4.01953125,0.0,0.929099977,-2.7125001,11.8500004
8.16250038,4.01953125,2.29999995,-1.267651e+30,-20.3999996,11.8500004
0.474999994,3.046875,0.0149999997,-1.267651e+30,-24.8999996,0.224999994
4.5374999,3.046875,2.03999996,-1.267651e+30,-30.8062496,-5.5250001
15.9125004,7.19140625,0.0850000009,-1.267651e+30,-3.9625001,16.1000004
15.9125004,7.19140625,0.0,-1.267651e+30,-33.7125015,18.2250004
15.9125004,7.19140625,0.0299999993,-1.267651e+30,-13.2749996,19.1625004
15.9125004,7.19140625,0.0,0.888599992,-36.8687515,19.9750004
17.2875004,6.49609375,0.0,0.919799984,12.5375004,16.7875004
17.2875004,6.49609375,0.0,-1.267651e+30,-21.3374996,21.9125004
17.1000004,7.97265625,0.0,0.943199992,-23.3999996,18.3500004
17.1000004,7.97265625,12.4049988,-1.267651e+30,-23.2749996,6.9749999
17.1000004,7.97265625,0.0,-1.267651e+30,-32.0875015,10.6625004
9.85000038,5.3203125,0.0,-1.267651e+30,-14.0874996,11.2875004
9.85000038,5.3203125,0.0,0.911499977,-14.0874996,11.2875004
9.85000038,5.3203125,8.21500015,-1.267651e+30,-27.2749996,11.2875004
9.85000038,5.3203125,0.0,-1.267651e+30,-11.7749996,11.2875004
-0.712499976,2.20507812,0.0850000009,-1.267651e+30,-26.0874996,-4.2750001
0.349999994,2.19335938,0.0,-1.267651e+30,-12.5874996,6.8499999
11.9750004,6.890625,1.36499989,-1.267651e+30,-43.6812515,9.66250038
11.9750004,6.890625,2.83999991,-1.267651e+30,-21.7437496,12.5375004
11.9750004,6.890625,0.0,-1.267651e+30,-15.8999996,12.5375004
2.3499999,6.890625,3.13499975,-1.267651e+30,-28.3999996,-10.3374996
2.3499999,6.890625,16.5,-1.267651e+30,-17.9937496,-10.3374996
3.5374999,2.99609375,0.0,0.983500004,-9.14999962,5.4749999
6.3499999,5.7421875,11.3249998,-1.267651e+30,-42.6500015,1.72500002
5.7249999,5.7421875,18.4399986,-1.267651e+30,-5.9000001,3.2249999
5.7249999,5.7421875,0.0,-1.267651e+30,-24.1812496,3.2249999
5.7249999,5.7421875,0.0,-1.267651e+30,-8.02499962,7.8499999
6.8499999,4.5234375,0.0700000003,-1.267651e+30,-16.9624996,9.91250038
6.8499999,4.5234375,13.0400009,-1.267651e+30,-16.9624996,9.91250038
6.8499999,4.5234375,0.0,-1.267651e+30,-19.1187496,9.91250038
6.8499999,4.5234375,0.00999999978,-1.267651e+30,-20.9937496,-10.2124996
3.5374999,3.76953125,0.0,0.9551,-16.6499996,4.4124999
3.5374999,3.76953125,5.25999975,-1.267651e+30,-32.0250015,4.4124999
3.5374999,3.76953125,0.49999997,-1.267651e+30,-9.89999962,4.4124999
3.5374999,3.76953125,0.799999952,-1.267651e+30,-10.2124996,-7.2125001
3.5374999,3.76953125,0.0,-1.267651e+30,-8.21249962,-7.2125001
3.5374999,3.76953125,0.179999992,-1.267651e+30,-8.21249962,0.537500024
0.224999994,3.8125,0.215000004,-1.267651e+30,-16.3374996,-7.6500001
0.662500024,3.8125,0.0,-1.267651e+30,-5.0250001,0.349999994
9.41250038,5.80859375,0.0,-1.267651e+30,-39.1187515,9.03750038
9.41250038,5.80859375,1.29499996,-1.267651e+30,-23.8374996,9.03750038
9.41250038,5.80859375,0.0199999996,-1.267651e+30,-9.71249962,9.03750038
9.41250038,5.80859375,0.0,-1.267651e+30,-23.3062496,9.03750038
-1.27499998,2.51757812,0.0,-1.267651e+30,-23.8999996,1.60000002
-1.27499998,2.51757812,0.0899999961,-1.267651e+30,-23.8999996,1.60000002
-3.6500001,2.24414062,2.03499985,-1.267651e+30,-15.3374996,-0.275000006
0.537500024,2.22070312,0.0,-1.267651e+30,-2.2750001,-1.33749998
0.537500024,2.22070312,0.38499999,-1.267651e+30,-32.4000015,-5.7750001
-1.52499998,3.65820312,3.78499961,-1.267651e+30,-23.8062496,-10.5249996
1.47500002,2.95898438,0.0,-1.267651e+30,-11.7749996,4.3499999
3.2874999,3.12109375,0.0,-1.267651e+30,-13.2749996,2.5374999
5.9749999,4.10546875,0.0799999982,-1.267651e+30,-39.4000015,2.5374999
