time, mean_GPM_3IMERGDF_07_precipitation
2021-01-17,0.469999999
2021-01-18,0.415000021
2021-01-19,0.0
2021-01-20,0.0
2021-01-21,0.0
2021-01-22,0.0
2021-01-23,0.0
2021-01-24,0.0
2021-01-25,0.0749999955
2021-01-26,1.36499989
2021-01-27,0.229999989
2021-01-28,0.0449999981
2021-01-29,0.284999996
2021-01-30,0.0
2021-01-31,0.0149999997
2021-02-01,1.64499986
2021-02-02,2.91499972
2021-02-03,2.98999977
2021-02-04,0.0
2021-02-05,4.11999989
2021-02-06,0.0
2021-02-07,0.269999981
2021-02-08,0.0
2021-02-09,0.474999994
2021-02-10,0.0
2021-02-11,0.0449999981
2021-02-12,0.0
2021-02-13,0.0599999987
2021-02-14,0.319999993
2021-02-15,0.555000007
2021-02-16,9.54000092
2021-02-17,0.0
2021-02-18,0.474999994
2021-02-19,0.0
2021-02-20,0.375
2021-02-21,0.105000004
2021-02-22,6.51499987
2021-02-23,0.269999981
2021-02-24,0.319999993
2021-02-25,0.0449999981
2021-02-26,0.0
2021-02-27,0.610000014
2021-02-28,0.370000005
2021-03-01,3.4000001
2021-03-02,0.0249999985
2021-03-03,0.0399999991
2021-03-04,0.0
2021-03-05,0.0
2021-03-06,0.0
2021-03-07,0.109999999
2021-03-08,0.0299999993
2021-03-09,0.264999986
2021-03-10,0.0
2021-03-11,0.954999924
2021-03-12,0.0399999991
2021-03-13,0.0
2021-03-14,0.0
2021-03-15,0.0
2021-03-16,0.204999983
2021-03-17,0.13499999
2021-03-18,5.29500055
2021-03-19,0.310000002
2021-03-20,0.0
2021-03-21,0.0
2021-03-22,0.0
2021-03-23,0.0
2021-03-24,10.46
2021-03-25,0.0
2021-03-26,8.71000004
2021-03-27,0.0
2021-03-28,13.4249992
2021-03-29,0.0
2021-03-30,0.524999976
2021-03-31,12.5849991
2021-04-01,2.91999984
2021-04-02,0.0
2021-04-03,0.0
2021-04-04,0.0
2021-04-05,0.0
2021-04-06,0.0
2021-04-07,0.174999997
2021-04-08,0.0
2021-04-09,1.02499998
2021-04-10,0.0
2021-04-11,9.60000038
2021-04-12,1.86499977
2021-04-13,2.69999981
2021-04-14,0.0
2021-04-15,2.47000003
2021-04-16,2.26499987
2021-04-17,0.13499999
2021-04-18,0.0
2021-04-19,0.0
2021-04-20,2.55499983
2021-04-21,0.774999976
2021-04-22,0.0
2021-04-23,0.0
2021-04-24,0.0
2021-04-25,0.514999926
2021-04-26,0.174999982
2021-04-27,2.38000011
2021-04-28,13.335001
2021-04-29,38.954998
2021-04-30,4.34999943
2021-05-01,0.0549999997
2021-05-02,9.65999985
2021-05-03,3.6699996
2021-05-04,2.98499966
2021-05-05,14.0300007
2021-05-06,0.0
2021-05-07,2.31499982
2021-05-08,4.99499941
2021-05-09,5.23500061
2021-05-10,3.70000005
2021-05-11,0.0850000009
2021-05-12,0.0
2021-05-13,0.0
2021-05-14,0.0
2021-05-15,0.0
2021-05-16,0.0
2021-05-17,0.0
2021-05-18,0.0
2021-05-19,0.0
2021-05-20,0.0
2021-05-21,0.159999996
2021-05-22,0.280000001
2021-05-23,0.0
2021-05-24,0.0
2021-05-25,0.075000003
2021-05-26,7.48999977
2021-05-27,0.0
2021-05-28,23.7349968
2021-05-29,3.43500042
2021-05-30,1.26499999
2021-05-31,0.0
2021-06-01,1.31499982
2021-06-02,0.0
2021-06-03,14.380002
2021-06-04,1.13499999
2021-06-05,0.0
2021-06-06,0.0
2021-06-07,3.03999949
2021-06-08,23.4099998
2021-06-09,2.73000002
2021-06-10,0.0
2021-06-11,0.144999996
2021-06-12,0.159999996
2021-06-13,0.0
2021-06-14,5.73500013
2021-06-15,0.779999971
2021-06-16,0.0
2021-06-17,0.0
2021-06-18,3.67500019
2021-06-19,4.90999985
2021-06-20,13.5599995
2021-06-21,9.05499935
2021-06-22,1.54999995
2021-06-23,0.0
2021-06-24,0.0
2021-06-25,0.0
2021-06-26,2.04499984
2021-06-27,0.099999994
2021-06-28,2.48500013
2021-06-29,7.18499994
2021-06-30,9.85999966
2021-07-01,1.32499981
2021-07-02,4.23000002
2021-07-03,1.255
2021-07-04,0.0
2021-07-05,0.0
2021-07-06,14.1700001
2021-07-07,0.269999981
2021-07-08,7.12500095
2021-07-09,1.07999992
2021-07-10,0.0
2021-07-11,19.75
2021-07-12,17.5349979
2021-07-13,6.07999992
2021-07-14,25.8750038
2021-07-15,0.0
2021-07-16,1.81999993
2021-07-17,26.0
2021-07-18,7.13000011
2021-07-19,0.205000013
2021-07-20,8.71500015
2021-07-21,0.264999986
2021-07-22,0.180000007
2021-07-23,0.0
2021-07-24,0.514999986
2021-07-25,5.43499947
2021-07-26,0.0
2021-07-27,14.5050001
2021-07-28,0.0
2021-07-29,11.0299997
2021-07-30,0.0
2021-07-31,0.0
2021-08-01,16.2849998
2021-08-02,2.97000003
2021-08-03,0.0
2021-08-04,0.0
2021-08-05,0.0
2021-08-06,0.0
2021-08-07,1.59499991
2021-08-08,0.210000008
2021-08-09,0.340000004
2021-08-10,2.55999994
2021-08-11,6.76499939
2021-08-12,1.16499996
2021-08-13,1.25499988
2021-08-14,5.66499996
2021-08-15,0.0449999981
2021-08-16,0.0
2021-08-17,28.7649994
2021-08-18,35.5899925
2021-08-19,30.9849987
2021-08-20,0.0
2021-08-21,7.78999901
2021-08-22,0.0
2021-08-23,0.0
2021-08-24,0.0
2021-08-25,0.0
2021-08-26,0.0
2021-08-27,0.73999995
2021-08-28,0.0
2021-08-29,5.67000008
2021-08-30,1.76499987
2021-08-31,0.0
2021-09-01,6.17999935
2021-09-02,0.0
2021-09-03,0.0
2021-09-04,0.0
2021-09-05,9.57499981
2021-09-06,1.49000001
2021-09-07,0.0
2021-09-08,4.46999931
2021-09-09,0.219999999
2021-09-10,0.0249999985
2021-09-11,0.0
2021-09-12,0.979999959
2021-09-13,20.2749977
2021-09-14,0.789999962
2021-09-15,14.9500008
2021-09-16,5.55499983
2021-09-17,0.0
2021-09-18,0.0
2021-09-19,0.0
2021-09-20,0.0
2021-09-21,0.670000017
2021-09-22,11.5400009
2021-09-23,21.4800014
2021-09-24,0.0
2021-09-25,0.0849999934
2021-09-26,0.689999938
2021-09-27,10.9949989
2021-09-28,0.099999994
2021-09-29,0.0
2021-09-30,0.0
2021-10-01,0.0
2021-10-02,0.425000012
2021-10-03,15.8399982
2021-10-04,24.2149963
2021-10-05,3.42499995
2021-10-06,0.0
2021-10-07,0.0
2021-10-08,0.0
2021-10-09,0.180000007
2021-10-10,1.62499988
2021-10-11,0.0
2021-10-12,0.0
2021-10-13,0.0
2021-10-14,0.0
2021-10-15,1.32000005
2021-10-16,28.8100014
2021-10-17,4.49499989
2021-10-18,3.93499947
2021-10-19,0.0
2021-10-20,0.174999997
2021-10-21,9.47500038
2021-10-22,10.0299997
2021-10-23,0.155000001
2021-10-24,0.0399999991
2021-10-25,9.04999828
2021-10-26,71.4449997
2021-10-27,4.90000057
2021-10-28,0.0
2021-10-29,0.394999981
2021-10-30,9.85000038
2021-10-31,0.654999971
2021-11-01,0.0
2021-11-02,0.399999976
2021-11-03,0.0
2021-11-04,0.25
2021-11-05,0.0
2021-11-06,0.0
2021-11-07,0.0
2021-11-08,0.0
2021-11-09,0.845000029
2021-11-10,5.83499956
2021-11-11,0.0
2021-11-12,58.9550018
2021-11-13,2.2349999
2021-11-14,3.64499998
2021-11-15,0.824999928
2021-11-16,0.0
2021-11-17,0.625
2021-11-18,8.32999897
2021-11-19,0.439999998
2021-11-20,0.0
2021-11-21,3.5849998
2021-11-22,0.299999982
2021-11-23,0.0
2021-11-24,0.0
2021-11-25,4.29999971
2021-11-26,4.80499983
2021-11-27,0.0
2021-11-28,0.00999999978
2021-11-29,0.0
2021-11-30,0.0
2021-12-01,0.0
2021-12-02,3.99499989
2021-12-03,0.0
2021-12-04,0.764999986
2021-12-05,1.0999999
2021-12-06,23.9300022
2021-12-07,0.0
2021-12-08,0.98999995
2021-12-09,0.0949999988
2021-12-10,0.870000005
2021-12-11,24.5699997
2021-12-12,0.0
2021-12-13,0.0
2021-12-14,0.0
2021-12-15,6.58500004
2021-12-16,6.48999977
2021-12-17,0.0700000003
2021-12-18,5.43499994
2021-12-19,0.334999979
2021-12-20,0.98999995
2021-12-21,0.0
2021-12-22,0.0
2021-12-23,0.0
2021-12-24,0.25999999
2021-12-25,10.7350006
2021-12-26,0.699999928
2021-12-27,0.49999997
2021-12-28,2.83999991
2021-12-29,1.61000013
2021-12-30,1.0999999
2021-12-31,0.125
2022-01-01,3.74499989
2022-01-02,8.30000019
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0899999961
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,7.77999973
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,19.1550007
2022-01-18,0.179999992
2022-01-19,2.23000002
2022-01-20,0.179999992
2022-01-21,0.0
2022-01-22,0.0
2022-01-23,0.825000048
2022-01-24,0.24499999
2022-01-25,0.334999979
2022-01-26,0.644999981
2022-01-27,0.0
2022-01-28,0.105000004
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,3.04500008
2022-02-03,18.2950001
2022-02-04,14.7699986
2022-02-05,0.419999957
2022-02-06,0.0
2022-02-07,0.0
2022-02-08,0.0599999987
2022-02-09,0.324999988
2022-02-10,0.389999986
2022-02-11,0.579999924
2022-02-12,3.10500002
2022-02-13,0.170000002
2022-02-14,0.0
2022-02-15,0.0599999987
2022-02-16,0.254999995
