time,sur_air_temp,H2O_vapor_mass_ratio_surf,mean_precipitation_rate,surf_temp,cloud_temp
2021-02-10,-5.2125001,1.60839844,0.0,-2.3375001,-20.3687496
2021-02-11,-6.0875001,1.46875,0.0,-1.27499998,-16.9624996
2021-02-12,-8.39999962,1.1015625,0.0,-11.2124996,-19.7749996
2021-02-13,-1.52499998,3.84960938,0.36499998,-11.2124996,-34.5250015
2021-02-14,-3.1500001,2.54101562,0.714999974,-5.6500001,-14.4624996
2021-02-15,-2.7750001,2.54101562,0.464999974,-0.400000006,-8.89999962
2021-02-16,-0.524999976,2.54101562,8.93999958,-3.4625001,-12.6499996
2021-02-17,-5.2125001,1.51855469,0.0,-3.4000001,-14.7124996
2021-02-18,-5.2125001,1.51855469,0.435000002,-3.4000001,-14.7124996
2021-02-19,-2.7750001,2.73632812,0.0,-9.58749962,-13.2124996
2021-02-20,-4.5250001,1.85351562,0.435000002,0.662500024,-19.2749996
2021-02-21,-3.1500001,1.82324219,0.0449999981,-0.0874999985,-12.3999996
2021-02-22,-3.1500001,1.82324219,7.82499981,-0.0874999985,-25.9312496
2021-02-23,0.474999994,3.48242188,0.939999938,-13.0874996,-30.2124996
2021-02-24,9.28750038,5.25390625,0.684999943,3.4749999,-34.7750015
2021-02-25,-0.275000006,2.50585938,0.0899999961,3.0999999,-17.7749996
2021-02-26,1.22500002,2.7578125,0.0,1.97500002,-18.9937496
2021-02-27,1.22500002,2.7578125,1.6400001,1.97500002,-7.0250001
2021-02-28,1.22500002,2.7578125,0.719999969,1.97500002,-49.9937515
2021-03-01,-1.83749998,1.75976562,4.29500008,0.349999994,-24.8687496
2021-03-02,-4.5875001,1.85449219,0.0,-3.2125001,-16.3374996
2021-03-03,2.8499999,2.828125,0.229999989,3.2874999,-10.6499996
2021-03-04,-3.0875001,1.71191406,0.0,0.787500024,-24.9624996
2021-03-05,-3.5250001,1.54101562,0.00499999989,1.03750002,-11.4624996
2021-03-06,-3.5250001,1.54101562,0.0149999997,1.03750002,-11.4624996
2021-03-07,-2.8375001,1.69921875,0.0449999981,-0.0250000004,-23.5562496
2021-03-08,5.5374999,3.97460938,0.0199999996,5.0999999,-18.4312496
